,tick0,tick1,tick2,tick4
GO:0048641,25,44,15,28
GO:0048643,0,2,1,1
GO:0048644,10,7,5,2
GO:0048645,7,5,0,10
GO:0048646,158,206,131,129
GO:0048660,0,2,1,0
GO:0048661,0,1,1,0
GO:0048662,0,1,0,0
GO:0048663,15,31,10,13
GO:0048665,0,2,1,1
GO:0048666,190,267,109,155
GO:0048667,115,179,71,96
GO:0048668,0,3,0,0
GO:0048669,0,1,0,0
GO:0048674,0,2,0,0
GO:0048675,4,10,1,2
GO:0048678,0,6,4,4
GO:0048679,1,2,0,2
GO:0048680,1,2,0,2
GO:0048682,0,2,0,0
GO:0048699,230,339,150,192
GO:0048701,2,1,0,1
GO:0048702,0,1,0,1
GO:0048703,1,0,0,0
GO:0048704,2,1,1,2
GO:0048705,3,1,3,3
GO:0048706,2,1,1,2
GO:0048707,141,273,101,120
GO:0048708,1,0,0,0
GO:0048709,1,1,2,0
GO:0048710,3,3,4,2
GO:0048711,2,1,0,2
GO:0048712,1,2,4,0
GO:0048728,0,3,1,1
GO:0048729,96,150,66,83
GO:0048730,0,2,0,1
GO:0048731,741,1062,579,594
GO:0048732,64,69,43,39
GO:0048736,81,209,66,88
GO:0048737,79,205,64,85
GO:0048738,17,9,12,21
GO:0048741,33,36,15,24
GO:0048742,22,40,13,25
GO:0048745,0,0,0,1
GO:0048747,35,41,16,27
GO:0048749,58,105,36,57
GO:0048753,6,5,2,0
GO:0048754,16,26,8,21
GO:0048762,1,1,0,3
GO:0048763,0,2,0,0
GO:0048770,6,2,4,1
GO:0048771,7,0,6,8
GO:0048786,3,10,2,2
GO:0048788,2,4,1,2
GO:0048789,2,1,0,0
GO:0048790,1,2,2,0
GO:0048791,0,1,0,0
GO:0048793,1,2,1,0
GO:0048794,1,0,1,1
GO:0048796,1,0,0,1
GO:0048798,1,0,0,1
GO:0048799,1,0,0,1
GO:0048800,0,3,0,0
GO:0048803,5,7,5,1
GO:0048805,5,7,5,1
GO:0048806,41,47,40,31
GO:0048808,5,7,5,1
GO:0048812,156,221,90,115
GO:0048813,45,68,29,29
GO:0048814,8,9,8,6
GO:0048821,1,1,0,3
GO:0048823,0,0,0,1
GO:0048827,0,1,1,0
GO:0048831,2,1,0,3
GO:0048839,2,2,3,4
GO:0048840,0,1,0,0
GO:0048844,2,0,1,0
GO:0048846,0,4,0,0
GO:0048850,1,0,0,0
GO:0048852,1,0,0,0
GO:0048853,1,0,0,0
GO:0048854,5,4,4,1
GO:0048855,1,0,0,0
GO:0048856,899,1278,712,719
GO:0048857,1,0,0,0
GO:0048858,159,223,96,116
GO:0048859,11,7,1,10
GO:0048863,25,41,18,36
GO:0048864,20,31,12,30
GO:0048865,4,5,0,6
GO:0048866,0,1,0,1
GO:0048867,3,4,0,5
GO:0048869,639,847,456,521
GO:0048870,85,119,56,70
GO:0048871,18,15,5,9
GO:0048872,5,3,1,5
GO:0048873,1,0,0,0
GO:0048875,3,2,2,0
GO:0048878,80,75,54,45
GO:0048880,1,1,0,0
GO:0048881,0,1,0,0
GO:0048882,1,1,0,0
GO:0048884,1,1,0,0
GO:0048915,0,1,0,0
GO:0048916,0,1,0,0
GO:0048919,0,1,0,0
GO:0048925,1,1,0,0
GO:0048934,0,2,0,1
GO:0048935,0,2,0,1
GO:0048936,0,0,0,1
GO:0050000,2,4,2,1
GO:0050062,0,3,1,2
GO:0050072,0,1,0,0
GO:0050115,0,1,0,0
GO:0050129,0,0,1,0
GO:0050136,27,11,21,5
GO:0050174,0,0,1,0
GO:0050201,1,0,0,0
GO:0050265,1,0,0,0
GO:0050290,0,1,0,0
GO:0050291,0,1,0,0
GO:0050308,2,7,3,1
GO:0050309,1,3,2,0
GO:0050321,1,1,0,2
GO:0050327,1,1,0,1
GO:0050427,0,1,1,0
GO:0050431,0,1,1,0
GO:0050433,0,0,1,0
GO:0050434,4,2,3,2
GO:0050435,4,3,3,2
GO:0050439,2,0,0,0
GO:0050479,4,1,0,0
GO:0050482,1,0,1,4
GO:0050564,0,0,1,0
GO:0050567,1,1,0,1
GO:0050577,1,1,0,0
GO:0050649,1,0,0,0
GO:0050650,2,2,1,1
GO:0050654,2,3,4,1
GO:0050657,44,39,19,24
GO:0050658,44,39,19,24
GO:0050660,3,7,6,7
GO:0050661,5,2,3,3
GO:0050662,15,16,18,12
GO:0050663,0,1,2,0
GO:0050664,1,0,0,0
GO:0050665,1,0,0,1
GO:0050666,0,1,0,1
GO:0050667,1,0,1,2
GO:0050670,2,2,3,4
GO:0050671,1,2,3,1
GO:0050672,1,0,0,3
GO:0050673,2,7,1,5
GO:0050678,5,3,4,2
GO:0050679,1,0,2,0
GO:0050680,2,3,3,1
GO:0050681,4,2,1,2
GO:0050684,43,63,20,34
GO:0050685,3,4,1,2
GO:0050686,2,3,0,3
GO:0050688,1,3,2,1
GO:0050690,0,0,1,0
GO:0050701,0,1,0,0
GO:0050702,0,1,0,0
GO:0050707,1,3,0,2
GO:0050708,7,7,2,6
GO:0050714,6,4,2,6
GO:0050715,1,3,0,2
GO:0050727,5,2,4,5
GO:0050728,4,1,2,2
GO:0050729,1,0,1,2
GO:0050730,2,6,5,3
GO:0050731,1,4,3,1
GO:0050732,1,2,2,2
GO:0050750,2,0,0,0
GO:0050764,2,7,1,3
GO:0050765,0,1,0,0
GO:0050766,1,1,0,0
GO:0050767,41,52,25,29
GO:0050768,12,16,12,8
GO:0050769,9,6,1,9
GO:0050770,11,10,4,9
GO:0050771,2,3,0,2
GO:0050772,3,3,0,3
GO:0050773,10,11,10,6
GO:0050774,4,4,5,5
GO:0050775,2,0,0,1
GO:0050776,31,44,27,16
GO:0050777,4,3,1,4
GO:0050778,15,23,13,4
GO:0050779,0,0,0,1
GO:0050780,0,0,0,1
GO:0050789,893,1262,655,730
GO:0050790,126,206,106,113
GO:0050792,11,6,7,5
GO:0050793,184,275,143,188
GO:0050794,752,1131,562,639
GO:0050795,15,24,18,20
GO:0050796,2,6,5,0
GO:0050801,50,44,31,29
GO:0050802,2,5,3,1
GO:0050803,30,50,18,32
GO:0050804,15,14,12,17
GO:0050805,5,3,2,1
GO:0050806,4,3,3,4
GO:0050807,27,45,13,29
GO:0050808,33,50,20,26
GO:0050809,1,1,0,0
GO:0050810,1,4,2,5
GO:0050812,1,0,0,0
GO:0050817,12,18,12,6
GO:0050818,4,7,6,3
GO:0050819,4,5,6,3
GO:0050820,1,4,3,0
GO:0050821,23,20,9,13
GO:0050826,0,0,1,0
GO:0050829,20,21,27,18
GO:0050830,4,2,2,2
GO:0050832,11,18,14,8
GO:0050833,2,1,1,0
GO:0050839,4,5,1,5
GO:0050840,1,0,1,0
GO:0050848,2,2,3,4
GO:0050850,0,1,2,3
GO:0050851,9,3,2,0
GO:0050852,8,2,2,0
GO:0050854,0,1,0,1
GO:0050856,0,1,0,1
GO:0050857,0,1,0,1
GO:0050862,0,1,0,1
GO:0050863,2,1,4,5
GO:0050864,2,2,3,1
GO:0050865,7,8,9,7
GO:0050866,3,3,3,5
GO:0050867,3,3,4,1
GO:0050868,1,0,0,3
GO:0050870,1,1,4,1
GO:0050871,2,2,3,1
GO:0050873,0,1,0,1
GO:0050877,156,216,120,143
GO:0050878,13,20,12,7
GO:0050879,0,1,0,0
GO:0050880,3,3,1,4
GO:0050881,0,1,0,0
GO:0050884,0,3,1,0
GO:0050885,2,2,1,3
GO:0050886,4,2,3,3
GO:0050890,28,40,18,33
GO:0050891,0,1,0,0
GO:0050892,2,4,3,4
GO:0050896,671,845,481,482
GO:0050897,0,0,1,0
GO:0050900,5,3,3,1
GO:0050905,5,8,7,5
GO:0050906,4,3,2,4
GO:0050908,2,2,0,2
GO:0050909,0,1,1,1
GO:0050916,0,0,0,1
GO:0050918,1,2,2,1
GO:0050919,4,8,8,4
GO:0050920,3,2,1,5
GO:0050921,2,0,0,4
GO:0050922,0,2,0,0
GO:0050931,0,0,1,0
GO:0050932,0,1,0,0
GO:0050941,0,1,0,0
GO:0050953,9,13,5,9
GO:0050954,10,14,13,16
GO:0050962,2,2,0,2
GO:0050974,1,1,2,2
GO:0050975,1,1,2,4
GO:0050976,0,0,2,0
GO:0050982,6,1,7,7
GO:0050983,0,1,0,1
GO:0050994,2,8,2,4
GO:0050995,0,1,0,1
GO:0050996,0,1,0,0
GO:0050997,0,0,2,0
GO:0050999,4,8,2,5
GO:0051000,1,7,1,2
GO:0051001,1,1,1,2
GO:0051004,0,0,1,0
GO:0051006,0,0,1,0
GO:0051010,0,2,0,4
GO:0051011,0,0,0,1
GO:0051012,0,1,0,0
GO:0051013,0,0,0,1
GO:0051015,7,14,3,6
GO:0051016,3,2,2,3
GO:0051017,5,9,6,6
GO:0051018,0,1,0,0
GO:0051019,3,7,3,5
GO:0051020,11,12,8,7
GO:0051026,0,1,0,0
GO:0051028,23,20,10,8
GO:0051029,5,1,1,1
GO:0051030,1,0,0,1
GO:0051031,1,0,0,0
GO:0051036,2,2,1,1
GO:0051037,0,3,1,0
GO:0051038,0,3,1,0
GO:0051043,0,1,0,0
GO:0051044,0,1,0,0
GO:0051046,16,20,15,20
GO:0051047,7,10,2,11
GO:0051048,2,5,2,3
GO:0051049,69,102,59,60
GO:0051050,30,40,21,27
GO:0051051,11,22,9,12
GO:0051052,12,25,14,10
GO:0051053,1,3,0,2
GO:0051054,3,8,4,4
GO:0051055,0,2,4,1
GO:0051056,8,44,21,18
GO:0051057,2,7,8,1
GO:0051058,2,19,3,8
GO:0051059,1,3,0,0
GO:0051066,2,1,0,0
GO:0051068,1,0,0,0
GO:0051078,0,0,2,1
GO:0051081,0,0,2,2
GO:0051082,31,34,23,10
GO:0051084,2,5,2,2
GO:0051085,0,1,1,0
GO:0051086,0,1,0,1
GO:0051087,6,5,3,2
GO:0051090,24,21,10,6
GO:0051091,11,9,8,4
GO:0051092,9,4,5,2
GO:0051093,62,102,36,57
GO:0051094,48,63,20,49
GO:0051095,1,1,1,0
GO:0051096,1,0,0,0
GO:0051097,0,1,1,0
GO:0051098,10,17,17,7
GO:0051099,5,4,3,4
GO:0051100,4,3,11,3
GO:0051101,3,9,3,2
GO:0051103,1,0,0,0
GO:0051117,2,0,0,2
GO:0051119,1,2,3,0
GO:0051123,1,2,2,1
GO:0051124,15,17,5,8
GO:0051125,0,2,1,0
GO:0051126,0,2,1,0
GO:0051128,181,280,135,165
GO:0051129,30,62,26,28
GO:0051130,57,61,25,49
GO:0051131,0,2,0,1
GO:0051146,100,87,60,71
GO:0051147,30,48,17,30
GO:0051148,1,0,0,2
GO:0051149,5,5,3,3
GO:0051153,26,43,15,27
GO:0051154,1,0,0,2
GO:0051155,1,0,1,0
GO:0051156,1,5,1,0
GO:0051168,28,21,10,17
GO:0051169,52,45,15,30
GO:0051170,21,23,1,10
GO:0051171,282,493,187,238
GO:0051172,78,109,37,50
GO:0051173,81,116,47,70
GO:0051174,65,119,56,60
GO:0051177,0,3,0,0
GO:0051179,648,815,453,448
GO:0051180,2,2,2,2
GO:0051181,2,5,4,3
GO:0051182,1,2,1,2
GO:0051183,2,2,2,2
GO:0051184,0,4,3,1
GO:0051185,0,2,0,0
GO:0051186,45,57,55,29
GO:0051187,0,0,1,0
GO:0051188,34,38,34,19
GO:0051189,4,5,5,3
GO:0051192,1,1,0,1
GO:0051193,1,1,1,0
GO:0051196,1,0,0,0
GO:0051205,1,1,0,2
GO:0051208,0,1,1,0
GO:0051209,0,0,1,1
GO:0051213,5,12,15,5
GO:0051216,4,5,3,3
GO:0051219,1,3,4,0
GO:0051220,0,6,2,1
GO:0051222,16,22,10,16
GO:0051223,27,36,12,21
GO:0051224,3,8,2,4
GO:0051225,10,20,4,6
GO:0051228,1,0,0,0
GO:0051230,1,0,0,0
GO:0051231,124,58,33,45
GO:0051233,5,8,1,2
GO:0051234,539,658,389,364
GO:0051235,29,40,11,28
GO:0051236,44,39,19,24
GO:0051237,3,4,1,3
GO:0051238,0,1,1,0
GO:0051239,209,286,177,195
GO:0051240,40,56,32,38
GO:0051241,46,50,24,28
GO:0051246,144,187,91,116
GO:0051247,57,65,35,38
GO:0051248,61,73,38,52
GO:0051249,4,2,4,5
GO:0051250,1,0,0,3
GO:0051251,3,2,4,1
GO:0051252,248,433,149,197
GO:0051253,75,103,35,46
GO:0051254,72,100,38,59
GO:0051255,0,1,0,0
GO:0051256,0,1,0,0
GO:0051258,2,4,2,2
GO:0051259,20,26,19,18
GO:0051260,14,16,14,13
GO:0051261,3,1,3,2
GO:0051262,6,12,12,10
GO:0051270,20,30,15,22
GO:0051271,1,9,0,5
GO:0051272,12,11,6,7
GO:0051276,89,142,66,71
GO:0051279,4,3,3,4
GO:0051281,1,2,3,2
GO:0051282,2,4,2,5
GO:0051283,0,0,1,1
GO:0051286,1,0,4,0
GO:0051287,4,1,1,0
GO:0051289,6,10,8,8
GO:0051290,0,1,1,2
GO:0051291,5,7,1,6
GO:0051292,1,0,0,1
GO:0051293,3,11,3,8
GO:0051294,1,5,3,4
GO:0051295,0,1,1,2
GO:0051296,0,1,1,2
GO:0051297,70,83,37,43
GO:0051298,49,53,31,31
GO:0051299,4,4,0,4
GO:0051300,1,0,0,0
GO:0051301,70,124,48,48
GO:0051302,3,8,5,6
GO:0051303,2,4,2,1
GO:0051304,4,5,1,0
GO:0051305,1,2,0,0
GO:0051306,0,0,1,0
GO:0051307,4,5,0,0
GO:0051310,1,1,2,1
GO:0051315,3,1,0,0
GO:0051318,7,4,0,1
GO:0051319,1,2,0,0
GO:0051320,14,5,11,6
GO:0051321,57,81,37,39
GO:0051322,7,6,4,2
GO:0051323,0,1,0,0
GO:0051324,1,1,0,2
GO:0051325,18,17,11,10
GO:0051327,0,0,0,1
GO:0051328,0,0,1,0
GO:0051329,18,17,10,10
GO:0051332,0,0,1,0
GO:0051336,43,88,49,42
GO:0051338,45,62,32,35
GO:0051339,3,5,2,3
GO:0051340,14,7,4,7
GO:0051341,4,10,3,6
GO:0051345,25,47,30,23
GO:0051346,16,35,18,17
GO:0051347,21,23,15,9
GO:0051348,11,21,13,13
GO:0051349,2,4,2,3
GO:0051350,1,1,0,0
GO:0051351,14,5,4,5
GO:0051352,13,2,3,4
GO:0051353,1,9,2,3
GO:0051354,1,1,1,2
GO:0051371,1,0,0,0
GO:0051373,1,0,0,0
GO:0051378,2,0,0,0
GO:0051383,0,2,3,3
GO:0051384,6,10,9,5
GO:0051385,2,0,1,2
GO:0051390,1,2,2,0
GO:0051393,1,0,0,0
GO:0051402,2,2,1,4
GO:0051403,15,21,9,9
GO:0051409,1,3,0,0
GO:0051410,1,1,0,0
GO:0051412,2,0,1,2
GO:0051414,0,1,1,0
GO:0051427,6,10,3,5
GO:0051428,1,0,0,0
GO:0051436,13,2,3,4
GO:0051437,13,3,3,5
GO:0051438,13,5,4,7
GO:0051439,13,3,3,5
GO:0051443,13,3,4,5
GO:0051444,13,2,3,4
GO:0051445,4,13,10,3
GO:0051446,3,1,1,0
GO:0051447,0,0,0,1
GO:0051450,1,0,0,0
GO:0051452,3,5,3,6
GO:0051453,3,8,3,6
GO:0051454,0,2,0,0
GO:0051457,2,2,0,1
GO:0051480,12,8,6,3
GO:0051489,12,15,8,13
GO:0051490,3,4,2,3
GO:0051491,8,9,5,10
GO:0051492,0,2,2,0
GO:0051493,35,55,21,39
GO:0051494,7,20,7,10
GO:0051495,9,10,4,8
GO:0051496,0,2,1,0
GO:0051497,0,0,1,0
GO:0051503,13,7,2,3
GO:0051532,3,14,6,7
GO:0051533,2,14,6,5
GO:0051534,1,0,0,2
GO:0051536,2,1,0,2
GO:0051538,0,1,0,1
GO:0051539,1,1,0,2
GO:0051540,2,1,0,2
GO:0051560,11,6,2,2
GO:0051563,0,1,0,0
GO:0051567,0,3,1,0
GO:0051568,2,7,5,4
GO:0051569,0,0,0,1
GO:0051570,1,2,1,0
GO:0051583,0,0,1,0
GO:0051588,3,3,3,4
GO:0051590,0,1,0,0
GO:0051591,6,5,5,4
GO:0051592,7,7,14,6
GO:0051593,1,1,1,1
GO:0051597,7,0,0,5
GO:0051602,2,1,4,1
GO:0051603,74,66,38,56
GO:0051604,17,19,13,11
GO:0051606,20,18,14,18
GO:0051607,1,2,2,0
GO:0051608,1,1,0,1
GO:0051640,69,120,61,73
GO:0051641,311,374,187,217
GO:0051642,3,3,3,1
GO:0051643,4,4,2,3
GO:0051645,2,2,1,1
GO:0051646,5,11,6,6
GO:0051647,17,27,9,15
GO:0051648,44,78,40,49
GO:0051649,255,294,159,169
GO:0051650,42,73,40,48
GO:0051651,24,33,9,22
GO:0051653,3,11,3,8
GO:0051654,2,4,2,2
GO:0051656,61,104,53,65
GO:0051657,1,2,0,4
GO:0051658,1,2,0,4
GO:0051663,3,5,1,4
GO:0051664,3,2,1,0
GO:0051666,1,0,0,0
GO:0051668,4,4,1,2
GO:0051674,86,121,56,72
GO:0051683,1,1,0,0
GO:0051686,2,0,1,1
GO:0051693,3,3,2,3
GO:0051694,0,1,0,0
GO:0051701,11,2,5,3
GO:0051702,2,7,2,2
GO:0051703,1,1,1,1
GO:0051704,172,174,133,104
GO:0051705,52,68,44,26
GO:0051707,75,79,78,49
GO:0051708,1,0,1,0
GO:0051716,404,490,286,291
GO:0051726,113,156,83,86
GO:0051728,3,1,1,0
GO:0051729,3,1,1,0
GO:0051748,0,3,2,1
GO:0051754,0,3,0,0
GO:0051764,0,1,0,1
GO:0051766,0,2,0,1
GO:0051769,0,0,1,1
GO:0051770,0,0,0,1
GO:0051771,0,0,1,0
GO:0051775,0,0,1,0
GO:0051780,2,0,1,1
GO:0051781,2,2,0,3
GO:0051783,24,25,13,13
GO:0051784,6,8,6,2
GO:0051785,10,3,2,5
GO:0051787,0,0,1,0
GO:0051788,2,0,1,1
GO:0051791,9,14,25,6
GO:0051793,0,3,3,2
GO:0051806,0,0,0,2
GO:0051814,2,0,0,0
GO:0051815,2,0,0,0
GO:0051817,5,2,4,1
GO:0051825,5,6,1,2
GO:0051828,0,0,0,2
GO:0051851,1,1,1,0
GO:0051856,1,6,1,2
GO:0051864,0,4,1,0
GO:0051865,4,3,0,0
GO:0051871,1,0,0,0
GO:0051875,2,1,0,4
GO:0051879,0,0,1,0
GO:0051881,2,2,3,1
GO:0051890,1,1,0,2
GO:0051893,0,0,1,0
GO:0051895,0,0,1,0
GO:0051896,1,2,1,0
GO:0051897,0,2,1,0
GO:0051899,2,0,1,2
GO:0051900,0,2,0,0
GO:0051903,1,0,0,0
GO:0051904,2,1,0,4
GO:0051905,2,1,0,4
GO:0051917,1,2,3,0
GO:0051918,1,2,3,0
GO:0051920,4,2,4,2
GO:0051923,0,1,0,0
GO:0051924,5,7,5,4
GO:0051926,0,0,1,0
GO:0051928,3,3,4,3
GO:0051932,0,1,0,0
GO:0051933,2,1,2,0
GO:0051934,0,0,1,0
GO:0051935,2,1,2,0
GO:0051937,0,1,2,0
GO:0051938,5,1,2,1
GO:0051952,0,1,1,1
GO:0051954,0,1,0,1
GO:0051955,0,0,0,1
GO:0051957,0,0,0,1
GO:0051960,60,88,38,54
GO:0051961,7,14,1,6
GO:0051962,7,13,4,12
GO:0051963,24,40,13,24
GO:0051964,7,14,1,6
GO:0051965,7,13,4,12
GO:0051966,4,2,0,2
GO:0051967,1,0,0,0
GO:0051968,2,1,0,0
GO:0051969,15,15,12,17
GO:0051970,5,4,2,1
GO:0051971,4,3,3,4
GO:0051972,1,1,0,0
GO:0051974,1,1,0,0
GO:0051983,6,5,0,0
GO:0051988,0,1,0,0
GO:0051998,2,2,0,1
GO:0052031,3,1,2,0
GO:0052033,1,0,0,0
GO:0052047,0,0,1,0
GO:0052048,0,0,1,0
GO:0052051,0,0,1,0
GO:0052126,2,0,0,2
GO:0052128,0,1,0,1
GO:0052166,1,0,0,0
GO:0052167,1,0,0,0
GO:0052169,1,0,0,0
GO:0052173,3,1,2,0
GO:0052192,2,0,0,2
GO:0052200,3,1,2,0
GO:0052211,0,0,1,0
GO:0052251,2,1,2,0
GO:0052255,3,1,2,0
GO:0052257,1,0,0,0
GO:0052305,1,0,0,0
GO:0052306,1,0,0,0
GO:0052308,1,0,0,0
GO:0052312,1,1,1,0
GO:0052314,0,0,1,0
GO:0052381,3,0,0,0
GO:0052472,1,1,1,0
GO:0052509,3,1,2,0
GO:0052510,3,1,2,0
GO:0052547,26,46,27,21
GO:0052548,22,44,27,20
GO:0052552,3,1,2,0
GO:0052553,3,1,2,0
GO:0052555,1,0,0,0
GO:0052556,1,0,0,0
GO:0052564,3,1,2,0
GO:0052572,3,1,2,0
GO:0052646,3,1,3,2
GO:0052652,2,1,0,0
GO:0052657,0,1,0,0
GO:0052689,20,24,20,5
GO:0052742,2,7,3,2
GO:0052744,1,1,1,0
GO:0052745,0,4,2,3
GO:0052803,0,3,3,2
GO:0052805,0,3,3,2
GO:0052834,0,0,0,1
GO:0052853,0,0,1,0
GO:0052866,1,1,2,0
GO:0052890,0,1,0,0
GO:0055001,92,72,49,63
GO:0055002,91,72,49,63
GO:0055003,6,1,5,5
GO:0055006,8,1,5,8
GO:0055007,10,4,8,10
GO:0055008,1,2,0,0
GO:0055010,0,2,0,0
GO:0055013,8,1,5,8
GO:0055021,1,0,0,2
GO:0055022,1,0,0,2
GO:0055024,1,0,0,2
GO:0055026,1,0,0,2
GO:0055028,0,3,1,0
GO:0055029,43,34,29,26
GO:0055034,0,1,0,0
GO:0055037,6,9,1,6
GO:0055038,3,4,0,3
GO:0055044,2,2,4,2
GO:0055057,8,12,1,6
GO:0055059,8,12,1,6
GO:0055064,1,0,0,0
GO:0055065,45,30,29,21
GO:0055067,3,9,3,7
GO:0055069,2,2,1,1
GO:0055070,3,3,3,1
GO:0055072,7,6,6,3
GO:0055074,33,20,20,16
GO:0055076,12,11,10,4
GO:0055077,1,2,2,0
GO:0055078,0,0,0,1
GO:0055080,47,38,31,27
GO:0055081,2,7,0,1
GO:0055082,49,45,29,29
GO:0055083,1,0,0,0
GO:0055084,1,0,3,0
GO:0055085,184,219,132,122
GO:0055086,243,291,170,133
GO:0055088,16,22,13,13
GO:0055089,0,1,0,0
GO:0055090,7,13,5,7
GO:0055091,0,3,0,1
GO:0055092,10,11,10,7
GO:0055093,6,2,3,2
GO:0055094,1,4,3,2
GO:0055095,0,1,0,0
GO:0055096,0,1,0,0
GO:0055098,1,3,3,2
GO:0055099,0,1,0,0
GO:0055102,0,1,0,0
GO:0055103,1,0,0,2
GO:0055104,1,0,0,2
GO:0055105,1,0,0,2
GO:0055106,1,0,0,2
GO:0055113,1,1,3,2
GO:0055114,237,252,212,128
GO:0055115,0,0,0,1
GO:0055117,3,1,0,2
GO:0055119,1,1,0,0
GO:0055120,10,4,8,6
GO:0055123,22,41,17,25
GO:0060004,2,1,1,1
GO:0060008,0,3,2,3
GO:0060009,0,3,2,3
GO:0060011,0,0,0,2
GO:0060012,0,1,0,0
GO:0060013,0,1,0,0
GO:0060019,0,1,0,0
GO:0060021,0,0,1,1
GO:0060022,0,0,0,1
GO:0060024,0,1,0,0
GO:0060025,0,0,2,0
GO:0060039,0,1,0,0
GO:0060041,8,13,8,5
GO:0060042,3,3,0,0
GO:0060046,0,1,0,0
GO:0060047,11,5,6,11
GO:0060048,8,3,5,6
GO:0060049,0,3,2,1
GO:0060052,0,0,0,2
GO:0060053,0,0,0,1
GO:0060059,1,0,0,0
GO:0060065,0,0,0,2
GO:0060069,1,0,0,2
GO:0060070,5,9,1,9
GO:0060071,1,1,0,2
GO:0060076,0,0,1,1
GO:0060077,1,0,0,1
GO:0060078,0,2,0,2
GO:0060079,0,0,0,1
GO:0060080,0,1,0,0
GO:0060081,0,1,1,0
GO:0060087,0,0,0,1
GO:0060088,0,0,0,3
GO:0060089,38,80,36,38
GO:0060090,16,12,8,9
GO:0060097,0,0,0,1
GO:0060099,0,1,0,0
GO:0060100,0,1,0,0
GO:0060113,0,1,2,3
GO:0060117,0,0,0,3
GO:0060119,0,1,0,3
GO:0060122,0,0,0,3
GO:0060135,1,1,2,1
GO:0060138,0,1,1,0
GO:0060147,1,2,3,2
GO:0060148,1,1,2,1
GO:0060151,2,0,0,0
GO:0060152,2,0,0,0
GO:0060155,0,1,0,0
GO:0060167,0,2,0,1
GO:0060169,0,2,0,1
GO:0060170,1,1,0,0
GO:0060171,1,0,0,0
GO:0060173,18,82,15,31
GO:0060177,4,2,3,3
GO:0060178,0,0,1,0
GO:0060179,19,32,11,12
GO:0060180,1,2,0,2
GO:0060184,3,1,1,0
GO:0060187,3,2,4,6
GO:0060191,1,1,3,0
GO:0060193,1,1,3,0
GO:0060205,2,4,0,1
GO:0060206,1,0,1,0
GO:0060211,2,4,1,2
GO:0060213,2,4,1,2
GO:0060214,0,1,0,1
GO:0060215,1,1,0,0
GO:0060216,0,0,2,1
GO:0060218,2,0,3,2
GO:0060219,0,1,0,0
GO:0060229,0,0,1,1
GO:0060232,2,6,0,4
GO:0060233,1,2,0,1
GO:0060236,1,5,0,0
GO:0060237,0,0,1,0
GO:0060242,1,0,1,0
GO:0060244,0,0,1,0
GO:0060249,47,37,21,39
GO:0060250,0,2,0,0
GO:0060251,3,3,2,1
GO:0060252,1,0,0,1
GO:0060253,2,3,2,0
GO:0060255,417,626,258,331
GO:0060259,1,4,9,1
GO:0060260,2,2,1,2
GO:0060261,1,1,1,1
GO:0060271,5,5,6,1
GO:0060278,0,1,1,0
GO:0060281,22,18,18,17
GO:0060284,82,109,57,69
GO:0060287,0,1,0,0
GO:0060288,5,3,1,2
GO:0060291,1,1,0,2
GO:0060292,1,2,0,0
GO:0060293,7,14,5,6
GO:0060297,0,1,0,0
GO:0060298,0,1,0,0
GO:0060305,1,2,1,1
GO:0060306,2,0,0,1
GO:0060307,2,0,0,1
GO:0060308,0,3,0,0
GO:0060310,0,3,2,1
GO:0060311,0,3,2,1
GO:0060312,0,3,2,1
GO:0060313,0,3,2,1
GO:0060314,1,1,0,1
GO:0060315,1,1,0,1
GO:0060316,1,1,0,0
GO:0060317,0,1,0,0
GO:0060322,1,3,0,2
GO:0060326,2,6,2,2
GO:0060330,1,0,0,0
GO:0060331,1,0,0,0
GO:0060333,1,1,0,1
GO:0060334,1,0,0,0
GO:0060336,1,0,0,0
GO:0060337,0,1,0,0
GO:0060341,69,83,54,53
GO:0060348,1,2,2,1
GO:0060349,1,0,2,1
GO:0060350,1,0,1,1
GO:0060351,1,0,0,1
GO:0060356,2,0,0,3
GO:0060359,1,3,2,3
GO:0060361,13,10,4,9
GO:0060363,0,0,1,0
GO:0060368,1,0,2,0
GO:0060384,1,1,1,2
GO:0060385,0,0,1,0
GO:0060393,0,4,2,1
GO:0060396,0,1,0,0
GO:0060397,0,1,0,0
GO:0060401,0,0,1,1
GO:0060402,0,0,1,1
GO:0060405,0,1,0,1
GO:0060407,0,1,0,1
GO:0060408,0,0,0,2
GO:0060415,3,4,1,0
GO:0060416,2,2,1,0
GO:0060420,3,1,0,2
GO:0060425,2,0,1,1
GO:0060428,0,0,1,0
GO:0060429,131,204,107,115
GO:0060430,0,0,1,0
GO:0060438,3,10,8,2
GO:0060439,1,7,5,2
GO:0060441,0,0,0,1
GO:0060443,0,1,0,0
GO:0060444,0,1,0,0
GO:0060446,16,25,7,17
GO:0060447,0,0,0,1
GO:0060453,0,0,0,1
GO:0060465,1,3,0,9
GO:0060467,2,1,0,3
GO:0060468,2,1,0,3
GO:0060471,2,1,0,3
GO:0060473,2,1,0,3
GO:0060485,2,1,0,3
GO:0060491,14,18,9,16
GO:0060512,0,0,0,1
GO:0060537,56,69,40,52
GO:0060538,57,70,44,49
GO:0060539,0,0,1,0
GO:0060541,55,77,28,45
GO:0060544,0,0,0,1
GO:0060546,0,0,0,1
GO:0060547,2,1,2,1
GO:0060548,46,62,38,29
GO:0060560,17,34,6,19
