,tick0,tick1,tick2,tick4
GO:0004064,1,1,0,0
GO:0004067,0,1,0,1
GO:0004069,1,1,0,2
GO:0004070,1,0,0,0
GO:0004080,0,0,1,0
GO:0004084,0,3,0,0
GO:0004085,0,1,0,0
GO:0004087,1,0,0,0
GO:0004088,1,0,0,0
GO:0004089,2,3,0,1
GO:0004090,1,2,2,0
GO:0004091,11,19,15,3
GO:0004092,1,0,3,0
GO:0004095,1,0,1,0
GO:0004096,0,2,0,2
GO:0004099,0,1,0,0
GO:0004103,0,1,0,0
GO:0004104,2,0,1,0
GO:0004105,2,1,0,0
GO:0004108,0,2,0,0
GO:0004109,0,0,2,0
GO:0004112,0,1,1,1
GO:0004114,0,1,1,1
GO:0004115,0,1,0,0
GO:0004121,0,0,1,1
GO:0004122,1,0,0,1
GO:0004123,0,0,1,2
GO:0004124,1,0,0,1
GO:0004126,1,0,0,0
GO:0004127,1,1,0,0
GO:0004128,1,0,0,1
GO:0004129,17,8,18,8
GO:0004131,1,1,0,0
GO:0004132,0,1,2,0
GO:0004139,0,0,1,1
GO:0004142,0,0,0,1
GO:0004143,0,1,1,0
GO:0004144,0,2,0,2
GO:0004146,1,1,0,0
GO:0004147,0,1,0,1
GO:0004148,1,0,1,0
GO:0004149,3,1,0,1
GO:0004151,1,0,0,0
GO:0004152,1,1,0,1
GO:0004155,2,0,0,0
GO:0004157,0,1,0,2
GO:0004159,0,0,3,0
GO:0004161,2,0,0,0
GO:0004163,0,0,2,0
GO:0004164,0,2,0,0
GO:0004165,3,0,0,0
GO:0004169,2,1,1,0
GO:0004170,1,0,0,0
GO:0004174,0,0,0,1
GO:0004175,66,78,55,33
GO:0004176,6,2,2,1
GO:0004177,9,6,8,1
GO:0004180,9,4,13,4
GO:0004181,0,3,5,0
GO:0004185,8,1,8,3
GO:0004190,6,1,4,3
GO:0004197,19,20,14,6
GO:0004198,3,2,1,2
GO:0004221,7,11,1,8
GO:0004222,10,17,11,4
GO:0004252,14,21,14,8
GO:0004298,0,1,0,0
GO:0004300,3,2,0,0
GO:0004301,0,0,1,0
GO:0004303,1,1,0,1
GO:0004305,0,1,1,0
GO:0004306,1,0,3,0
GO:0004307,1,2,0,1
GO:0004311,1,0,0,0
GO:0004312,10,6,20,4
GO:0004314,1,0,0,0
GO:0004315,1,0,0,1
GO:0004321,4,2,9,1
GO:0004324,0,0,0,1
GO:0004326,1,3,0,1
GO:0004329,0,1,1,1
GO:0004331,0,3,0,0
GO:0004332,3,2,3,1
GO:0004333,1,2,0,0
GO:0004334,1,2,1,0
GO:0004335,2,1,0,0
GO:0004337,2,0,0,0
GO:0004340,1,5,1,0
GO:0004342,1,0,0,0
GO:0004344,0,0,0,1
GO:0004345,2,2,1,1
GO:0004346,1,3,2,0
GO:0004347,0,0,1,0
GO:0004348,2,1,1,0
GO:0004349,0,1,0,0
GO:0004350,0,1,0,0
GO:0004352,3,1,4,0
GO:0004353,3,1,4,0
GO:0004356,1,1,1,0
GO:0004357,0,2,0,1
GO:0004360,3,1,1,1
GO:0004361,1,2,0,0
GO:0004362,0,1,0,1
GO:0004363,0,0,0,1
GO:0004364,7,12,8,2
GO:0004365,1,1,0,1
GO:0004366,0,4,0,1
GO:0004367,1,0,0,2
GO:0004368,2,1,0,1
GO:0004370,1,0,0,0
GO:0004372,3,2,4,1
GO:0004375,0,1,0,1
GO:0004376,0,1,0,0
GO:0004379,0,1,1,0
GO:0004383,1,0,0,0
GO:0004385,1,6,2,3
GO:0004386,43,57,19,32
GO:0004394,0,1,1,0
GO:0004395,1,0,3,0
GO:0004396,1,5,1,0
GO:0004402,3,11,4,0
GO:0004407,6,8,3,2
GO:0004408,7,1,0,5
GO:0004410,0,0,1,0
GO:0004411,0,0,1,1
GO:0004415,1,0,0,1
GO:0004416,0,1,1,0
GO:0004419,0,0,1,0
GO:0004420,1,2,1,0
GO:0004422,0,1,0,0
GO:0004427,0,1,2,0
GO:0004430,1,5,2,0
GO:0004435,1,0,0,0
GO:0004441,0,1,1,0
GO:0004445,0,0,1,1
GO:0004448,1,3,3,2
GO:0004449,0,1,3,2
GO:0004450,1,2,0,0
GO:0004462,1,0,1,0
GO:0004463,2,2,0,0
GO:0004466,0,1,0,0
GO:0004467,13,14,19,5
GO:0004468,1,3,2,1
GO:0004475,1,2,0,0
GO:0004476,0,1,0,0
GO:0004477,0,2,3,1
GO:0004478,2,3,0,1
GO:0004482,1,0,0,0
GO:0004484,0,1,0,0
GO:0004485,0,0,0,1
GO:0004486,0,1,2,0
GO:0004487,0,1,1,0
GO:0004488,0,2,3,1
GO:0004491,1,1,0,1
GO:0004496,0,0,0,1
GO:0004497,17,25,32,7
GO:0004500,0,2,0,0
GO:0004502,1,2,0,0
GO:0004504,0,2,1,0
GO:0004505,0,1,0,1
GO:0004509,0,1,7,0
GO:0004510,0,1,0,1
GO:0004512,0,2,0,5
GO:0004514,0,1,0,0
GO:0004516,0,1,0,0
GO:0004518,17,22,9,10
GO:0004519,8,13,8,5
GO:0004520,3,7,6,4
GO:0004521,5,8,4,2
GO:0004523,0,1,1,0
GO:0004525,0,1,0,0
GO:0004526,1,1,0,1
GO:0004527,8,9,2,5
GO:0004528,0,1,0,0
GO:0004529,0,3,1,0
GO:0004531,3,1,2,0
GO:0004532,8,5,1,5
GO:0004534,0,0,0,3
GO:0004535,0,3,0,1
GO:0004536,3,8,6,4
GO:0004540,13,15,5,7
GO:0004549,1,1,0,1
GO:0004550,3,0,1,0
GO:0004551,0,1,0,0
GO:0004552,1,0,0,0
GO:0004553,15,26,18,14
GO:0004556,0,1,1,0
GO:0004557,2,1,0,1
GO:0004558,1,4,2,2
GO:0004559,1,3,4,2
GO:0004560,3,2,3,0
GO:0004561,0,1,0,0
GO:0004563,0,1,1,1
GO:0004565,1,2,0,2
GO:0004566,0,1,0,0
GO:0004567,0,1,1,0
GO:0004568,3,3,4,4
GO:0004571,0,3,0,0
GO:0004572,0,0,1,0
GO:0004573,1,1,0,0
GO:0004576,5,6,4,3
GO:0004579,4,5,3,2
GO:0004581,0,1,1,0
GO:0004582,1,0,0,0
GO:0004586,0,5,1,3
GO:0004587,1,3,0,3
GO:0004588,0,1,1,0
GO:0004590,0,1,1,0
GO:0004591,4,4,0,0
GO:0004594,2,3,0,0
GO:0004596,1,4,0,1
GO:0004597,0,0,2,1
GO:0004601,11,7,6,6
GO:0004602,5,2,1,2
GO:0004603,0,1,1,0
GO:0004605,0,0,1,1
GO:0004607,0,0,1,0
GO:0004610,0,2,2,0
GO:0004611,2,2,4,0
GO:0004613,2,2,4,0
GO:0004614,1,2,1,2
GO:0004615,0,2,0,1
GO:0004616,0,0,2,1
GO:0004617,1,2,1,0
GO:0004618,0,1,0,0
GO:0004619,1,1,1,1
GO:0004620,4,5,5,6
GO:0004622,0,0,1,0
GO:0004623,0,1,1,1
GO:0004629,1,0,0,0
GO:0004630,1,0,0,0
GO:0004631,1,0,0,1
GO:0004632,0,1,0,1
GO:0004633,2,0,0,1
GO:0004634,1,2,1,0
GO:0004637,0,2,1,0
GO:0004638,2,1,1,1
GO:0004639,2,1,1,1
GO:0004641,0,2,1,0
GO:0004643,0,2,1,1
GO:0004644,0,2,1,0
GO:0004645,2,0,0,5
GO:0004647,1,2,0,1
GO:0004648,1,1,0,1
GO:0004649,0,2,0,1
GO:0004652,1,4,0,4
GO:0004653,1,2,0,1
GO:0004656,0,0,2,0
GO:0004658,1,0,0,2
GO:0004659,5,4,3,1
GO:0004660,0,1,0,1
GO:0004661,1,3,2,0
GO:0004662,0,0,1,0
GO:0004663,1,3,2,0
GO:0004666,0,1,0,0
GO:0004672,43,105,39,57
GO:0004674,31,83,34,42
GO:0004675,1,1,3,1
GO:0004677,1,0,0,1
GO:0004679,2,2,0,4
GO:0004683,2,7,2,1
GO:0004686,0,2,0,1
GO:0004687,2,4,4,4
GO:0004689,2,3,1,0
GO:0004690,0,1,1,0
GO:0004692,0,1,1,0
GO:0004693,1,11,4,2
GO:0004697,1,2,0,0
GO:0004698,1,1,0,0
GO:0004702,2,14,7,6
GO:0004703,2,1,3,0
GO:0004705,0,1,0,0
GO:0004707,0,1,1,1
GO:0004708,0,1,5,1
GO:0004709,0,0,1,0
GO:0004711,0,2,0,0
GO:0004712,0,1,5,2
GO:0004713,5,11,4,6
GO:0004714,2,5,3,0
GO:0004715,0,1,0,3
GO:0004716,0,0,1,0
GO:0004719,2,2,0,1
GO:0004721,12,31,11,19
GO:0004722,6,17,6,12
GO:0004723,0,0,1,0
GO:0004725,3,10,2,5
GO:0004726,0,0,0,2
GO:0004727,2,4,0,1
GO:0004728,0,1,0,0
GO:0004729,0,0,1,0
GO:0004730,3,2,1,2
GO:0004731,1,0,3,0
GO:0004733,1,0,1,0
GO:0004734,1,3,2,1
GO:0004735,1,0,0,0
GO:0004736,1,0,0,0
GO:0004738,1,0,0,0
GO:0004739,1,0,0,0
GO:0004741,0,1,1,0
GO:0004742,2,0,1,1
GO:0004743,2,3,0,1
GO:0004745,1,2,2,1
GO:0004747,2,0,1,0
GO:0004748,2,1,6,1
GO:0004749,2,2,4,1
GO:0004753,0,4,0,0
GO:0004754,0,4,0,0
GO:0004756,0,1,0,0
GO:0004757,0,4,1,0
GO:0004758,1,2,0,0
GO:0004766,1,0,1,0
GO:0004767,1,3,1,1
GO:0004768,4,4,2,1
GO:0004771,0,0,1,0
GO:0004772,0,2,0,1
GO:0004774,1,7,0,1
GO:0004775,1,1,0,1
GO:0004776,0,6,0,0
GO:0004777,0,1,0,0
GO:0004779,2,1,0,2
GO:0004781,2,1,0,2
GO:0004784,5,5,3,4
GO:0004788,0,2,2,0
GO:0004791,0,1,0,1
GO:0004792,1,1,0,0
GO:0004793,2,2,3,0
GO:0004796,1,0,0,0
GO:0004797,0,1,2,0
GO:0004798,1,0,0,0
GO:0004801,0,0,1,0
GO:0004802,1,3,0,0
GO:0004806,7,1,3,1
GO:0004807,0,0,1,2
GO:0004812,17,27,16,17
GO:0004813,0,1,2,2
GO:0004814,1,0,0,0
GO:0004815,0,1,1,0
GO:0004816,0,2,0,1
GO:0004818,0,4,1,3
GO:0004819,0,1,0,0
GO:0004820,1,1,0,2
GO:0004821,0,2,1,0
GO:0004822,0,1,0,0
GO:0004823,0,2,1,0
GO:0004824,1,0,4,1
GO:0004825,1,1,2,2
GO:0004826,3,1,0,0
GO:0004827,0,3,2,3
GO:0004828,3,2,1,2
GO:0004829,5,2,2,3
GO:0004830,1,2,0,0
GO:0004831,0,3,0,0
GO:0004832,1,1,0,1
GO:0004833,1,1,0,1
GO:0004835,0,2,0,2
GO:0004838,3,1,2,0
GO:0004839,0,6,1,4
GO:0004842,50,41,14,38
GO:0004843,5,10,1,7
GO:0004844,0,2,0,0
GO:0004845,0,0,1,0
GO:0004849,1,1,2,0
GO:0004850,2,0,0,0
GO:0004857,19,39,26,24
GO:0004859,0,1,0,0
GO:0004860,6,8,5,11
GO:0004861,0,2,2,1
GO:0004862,1,0,0,0
GO:0004864,1,2,1,1
GO:0004865,0,0,1,0
GO:0004866,6,21,13,8
GO:0004867,5,10,7,3
GO:0004869,0,7,4,1
GO:0004871,38,80,36,38
GO:0004872,32,51,30,22
GO:0004879,3,4,0,0
GO:0004884,0,1,0,0
GO:0004888,18,27,17,15
GO:0004889,1,0,0,0
GO:0004890,0,2,1,0
GO:0004930,5,8,2,4
GO:0004948,0,1,0,1
GO:0004953,1,0,1,0
GO:0004954,1,0,1,0
GO:0004955,1,0,1,0
GO:0004957,1,0,1,0
GO:0004963,0,0,0,2
GO:0004964,0,0,0,2
GO:0004965,0,1,0,0
GO:0004970,1,1,1,2
GO:0004971,0,1,0,0
GO:0004972,1,0,0,2
GO:0004985,0,0,1,0
GO:0004989,0,1,0,0
GO:0004996,0,0,0,2
GO:0005001,0,1,0,0
GO:0005007,0,1,1,0
GO:0005010,1,1,0,0
GO:0005011,0,2,1,0
GO:0005017,1,0,0,0
GO:0005021,1,0,0,0
GO:0005024,1,1,3,1
GO:0005025,0,1,3,0
GO:0005026,1,0,0,1
GO:0005041,1,2,1,2
GO:0005042,2,0,0,0
GO:0005044,3,6,2,4
GO:0005046,4,0,0,2
GO:0005047,2,2,0,1
GO:0005048,10,9,0,6
GO:0005049,2,1,2,1
GO:0005052,0,2,0,0
GO:0005053,1,1,0,0
GO:0005055,1,0,1,0
GO:0005057,7,20,9,12
GO:0005068,0,1,0,0
GO:0005070,2,4,3,1
GO:0005072,3,4,1,5
GO:0005078,2,0,2,0
GO:0005080,5,4,3,4
GO:0005083,15,26,12,12
GO:0005085,20,20,12,17
GO:0005086,2,7,2,3
GO:0005087,0,1,0,1
GO:0005088,8,4,4,6
GO:0005089,1,1,2,0
GO:0005091,0,0,1,0
GO:0005092,2,0,0,0
GO:0005094,1,0,0,0
GO:0005095,1,0,0,0
GO:0005096,3,21,6,6
GO:0005097,0,2,0,0
GO:0005099,1,12,4,0
GO:0005100,1,6,4,0
GO:0005102,37,43,25,26
GO:0005109,1,0,0,0
GO:0005110,1,0,0,0
GO:0005112,0,2,0,1
GO:0005113,3,0,0,1
GO:0005114,1,1,1,0
GO:0005121,0,2,0,3
GO:0005123,0,0,0,1
GO:0005124,0,1,0,0
GO:0005125,0,2,0,0
GO:0005126,5,4,5,1
GO:0005133,1,0,0,0
GO:0005154,1,2,2,1
GO:0005158,0,1,0,0
GO:0005159,3,2,2,1
GO:0005160,3,1,2,0
GO:0005171,1,0,0,2
GO:0005172,0,1,3,0
GO:0005178,2,5,2,0
GO:0005179,1,0,0,0
GO:0005184,1,0,0,0
GO:0005198,251,130,94,107
GO:0005200,20,20,6,14
GO:0005201,2,3,0,2
GO:0005212,1,3,0,0
GO:0005214,0,0,0,2
GO:0005215,195,247,160,134
GO:0005216,11,22,17,9
GO:0005217,1,2,4,0
GO:0005218,1,2,3,0
GO:0005219,1,0,2,0
GO:0005221,0,0,1,0
GO:0005225,0,1,1,0
GO:0005227,0,1,0,0
GO:0005230,3,2,1,3
GO:0005231,2,2,0,1
GO:0005234,1,1,0,1
GO:0005237,0,1,0,0
GO:0005242,0,2,0,0
GO:0005243,4,3,4,2
GO:0005244,1,5,5,0
GO:0005245,0,0,2,0
GO:0005246,2,2,2,1
GO:0005249,1,3,0,0
GO:0005250,1,0,0,0
GO:0005251,0,1,0,0
GO:0005253,5,15,5,6
GO:0005254,5,13,2,6
GO:0005261,5,7,10,0
GO:0005262,3,3,9,0
GO:0005267,1,3,0,0
GO:0005283,2,2,1,3
GO:0005287,0,1,0,0
GO:0005289,0,1,0,0
GO:0005294,0,1,0,0
GO:0005302,0,4,0,0
GO:0005310,2,8,6,4
GO:0005313,2,1,0,2
GO:0005315,0,3,2,0
GO:0005316,1,3,0,2
GO:0005319,14,27,16,10
GO:0005324,1,1,2,1
GO:0005326,0,4,4,2
GO:0005328,0,1,1,0
GO:0005329,0,1,0,0
GO:0005330,0,1,0,0
GO:0005337,1,2,0,1
GO:0005338,4,3,4,3
GO:0005342,26,45,31,26
GO:0005343,2,5,2,3
GO:0005345,2,1,2,0
GO:0005346,1,1,0,1
GO:0005351,1,1,0,0
GO:0005353,1,0,0,0
GO:0005355,1,2,1,0
GO:0005368,0,1,0,1
GO:0005369,0,1,0,1
GO:0005371,1,1,1,3
GO:0005372,2,0,2,2
GO:0005375,1,0,1,1
GO:0005381,1,1,0,1
GO:0005384,0,1,1,1
GO:0005385,4,10,0,3
GO:0005388,5,10,2,6
GO:0005391,1,2,3,2
GO:0005402,1,1,0,0
GO:0005416,2,2,1,3
GO:0005432,0,2,1,0
GO:0005436,1,3,0,2
GO:0005451,0,1,0,0
GO:0005452,0,1,1,2
GO:0005459,3,2,4,3
GO:0005460,0,0,2,1
GO:0005461,0,0,2,1
GO:0005462,1,1,2,1
GO:0005463,0,0,0,1
GO:0005464,0,0,2,1
GO:0005469,0,1,1,0
GO:0005471,12,6,2,2
GO:0005476,0,1,0,0
GO:0005483,1,4,2,0
GO:0005484,9,15,14,4
GO:0005487,6,6,0,5
GO:0005488,851,1202,601,690
GO:0005496,11,8,5,8
GO:0005500,0,1,0,0
GO:0005501,15,5,21,2
GO:0005504,4,4,0,0
GO:0005506,10,11,2,1
GO:0005507,4,3,6,2
GO:0005509,39,34,29,29
GO:0005513,0,1,3,3
GO:0005515,515,762,347,414
GO:0005516,7,10,10,8
GO:0005518,1,3,1,0
GO:0005521,0,3,2,0
GO:0005522,0,1,0,0
GO:0005523,15,5,9,9
GO:0005524,35,33,24,13
GO:0005525,42,49,32,24
GO:0005527,3,6,3,3
GO:0005528,3,6,3,3
GO:0005536,0,0,1,0
GO:0005537,1,3,1,1
GO:0005539,6,9,7,7
GO:0005543,12,44,18,15
GO:0005544,0,3,2,0
GO:0005545,3,12,1,4
GO:0005546,4,8,7,2
GO:0005547,1,2,0,1
GO:0005548,8,7,7,3
GO:0005575,2043,2475,1545,1376
GO:0005576,109,116,104,83
GO:0005577,1,1,0,0
GO:0005578,7,15,5,9
GO:0005581,0,4,0,2
GO:0005583,0,1,0,0
GO:0005587,0,3,0,1
GO:0005588,0,1,0,0
GO:0005593,0,0,0,1
GO:0005595,0,0,0,1
GO:0005604,2,10,3,4
GO:0005605,0,1,0,0
GO:0005614,0,2,0,1
GO:0005615,38,56,48,31
GO:0005618,20,1,1,0
GO:0005622,1870,2205,1353,1248
GO:0005623,1943,2325,1433,1310
GO:0005628,0,0,2,0
GO:0005634,691,913,461,545
GO:0005635,51,70,31,45
GO:0005637,0,7,2,1
GO:0005638,3,2,1,1
GO:0005639,0,1,0,0
GO:0005641,3,0,2,4
GO:0005642,1,1,0,0
GO:0005643,24,33,5,17
GO:0005652,7,7,2,4
GO:0005654,186,216,100,132
GO:0005655,0,1,0,1
GO:0005656,1,4,1,0
GO:0005657,6,12,6,5
GO:0005658,0,1,0,0
GO:0005662,1,0,1,0
GO:0005663,3,3,2,1
GO:0005664,0,5,6,0
GO:0005665,12,7,5,5
GO:0005666,5,3,2,2
GO:0005667,39,51,22,23
GO:0005669,9,9,6,7
GO:0005671,5,7,2,5
GO:0005672,1,0,0,0
GO:0005673,0,2,1,1
GO:0005674,1,1,1,1
GO:0005675,8,6,2,5
GO:0005677,0,1,0,1
GO:0005680,6,3,2,4
GO:0005681,90,120,52,81
GO:0005682,8,5,4,2
GO:0005684,1,1,2,0
GO:0005685,3,6,1,5
GO:0005686,9,11,2,5
GO:0005687,0,0,0,1
GO:0005688,3,1,1,3
GO:0005689,2,2,2,1
GO:0005692,2,1,0,2
GO:0005694,150,249,89,112
GO:0005700,67,147,40,54
GO:0005701,0,3,0,1
GO:0005703,26,17,11,16
GO:0005704,1,0,0,0
GO:0005705,12,19,4,9
GO:0005712,0,1,0,0
GO:0005719,1,5,3,2
GO:0005720,1,6,2,2
GO:0005721,2,5,2,0
GO:0005723,0,1,0,0
GO:0005724,1,1,1,0
GO:0005725,0,2,0,0
GO:0005726,2,4,1,0
GO:0005730,102,90,58,64
GO:0005732,2,2,1,2
GO:0005736,5,0,5,2
GO:0005737,1401,1509,989,847
GO:0005739,356,347,281,175
GO:0005740,168,109,105,69
GO:0005741,19,13,12,8
GO:0005742,3,0,0,1
GO:0005743,144,80,79,52
GO:0005744,5,3,2,2
GO:0005746,63,39,41,20
GO:0005747,34,15,23,8
GO:0005749,2,5,0,0
GO:0005750,14,12,5,4
GO:0005751,13,7,13,8
GO:0005753,13,7,5,8
GO:0005754,0,1,0,0
GO:0005756,3,1,0,2
GO:0005758,8,7,6,2
GO:0005759,95,110,71,51
GO:0005760,0,2,0,0
GO:0005761,49,35,25,12
GO:0005762,27,20,14,9
GO:0005763,22,16,10,4
GO:0005764,48,59,41,27
GO:0005765,14,24,18,6
GO:0005767,0,0,1,0
GO:0005768,51,75,51,34
GO:0005769,13,21,18,16
GO:0005770,20,32,22,10
GO:0005771,2,4,4,1
GO:0005773,72,74,54,41
GO:0005774,27,38,29,18
GO:0005775,9,10,3,5
GO:0005776,9,6,6,1
GO:0005777,15,23,24,15
GO:0005778,4,11,11,5
GO:0005779,2,2,2,2
GO:0005782,6,7,6,5
GO:0005783,128,172,151,93
GO:0005784,7,4,0,2
GO:0005785,2,3,0,2
GO:0005786,6,5,1,4
GO:0005787,1,1,0,0
GO:0005788,5,12,14,11
GO:0005789,68,93,72,37
GO:0005790,4,5,2,3
GO:0005791,12,11,0,7
GO:0005793,6,5,1,2
GO:0005794,72,117,90,64
GO:0005795,15,21,20,16
GO:0005796,1,2,3,0
GO:0005797,2,2,4,3
GO:0005798,21,17,10,11
GO:0005801,6,7,4,5
GO:0005802,9,14,7,8
GO:0005811,153,194,105,93
GO:0005813,34,57,23,34
GO:0005814,6,7,6,4
GO:0005815,36,61,25,37
GO:0005816,2,3,1,3
GO:0005818,4,5,1,3
GO:0005819,40,62,22,40
GO:0005823,1,0,0,0
GO:0005825,0,2,0,0
GO:0005826,1,0,0,0
GO:0005827,1,2,0,0
GO:0005828,1,1,2,1
GO:0005829,384,326,209,207
GO:0005832,4,14,3,5
GO:0005834,4,4,4,1
GO:0005838,11,16,10,16
GO:0005839,12,8,10,8
GO:0005840,186,89,66,64
GO:0005844,1,2,2,0
GO:0005845,5,1,0,5
GO:0005846,3,1,0,0
GO:0005847,3,5,1,2
GO:0005848,1,0,1,2
GO:0005849,5,9,3,4
GO:0005850,2,3,2,1
GO:0005851,4,2,2,3
GO:0005852,16,13,8,12
GO:0005853,5,6,7,0
GO:0005854,4,1,3,2
GO:0005856,315,383,224,215
GO:0005858,1,0,0,0
GO:0005859,18,6,0,9
GO:0005861,13,4,8,8
GO:0005862,7,10,6,4
GO:0005863,18,6,0,9
GO:0005865,28,16,15,13
GO:0005868,3,3,4,0
GO:0005869,4,2,4,1
GO:0005871,1,4,1,3
GO:0005872,0,1,0,0
GO:0005874,12,32,10,22
GO:0005875,158,218,127,109
GO:0005876,2,10,3,7
GO:0005880,5,2,1,2
GO:0005881,2,8,2,4
GO:0005882,3,2,1,1
GO:0005884,11,7,6,2
GO:0005885,11,6,13,6
GO:0005886,227,269,173,156
GO:0005887,36,54,33,29
GO:0005890,1,2,3,2
GO:0005891,0,0,2,0
GO:0005892,1,0,0,0
GO:0005899,0,1,0,0
GO:0005901,1,8,4,4
GO:0005902,2,7,2,4
GO:0005903,6,7,6,6
GO:0005905,6,13,9,8
GO:0005911,22,43,19,22
GO:0005912,22,36,9,23
GO:0005913,3,8,0,7
GO:0005914,1,3,0,2
GO:0005915,1,3,0,3
GO:0005916,1,1,0,2
GO:0005917,0,0,0,2
GO:0005918,3,14,6,4
GO:0005920,0,4,0,1
GO:0005921,4,3,4,2
GO:0005923,0,0,0,3
GO:0005924,8,16,7,9
GO:0005925,8,15,6,6
GO:0005926,0,0,0,1
GO:0005927,0,1,1,2
GO:0005929,6,12,4,0
GO:0005930,2,0,1,0
GO:0005932,0,1,2,1
GO:0005933,1,0,3,0
GO:0005934,1,0,2,0
GO:0005935,1,0,2,0
GO:0005937,2,0,3,0
GO:0005938,37,68,18,31
GO:0005940,1,4,0,0
GO:0005942,1,3,0,3
GO:0005943,0,2,0,1
GO:0005946,0,0,1,0
GO:0005947,3,6,1,2
GO:0005952,0,2,0,2
GO:0005954,0,1,1,0
GO:0005955,0,0,1,0
GO:0005956,0,5,0,3
GO:0005958,1,0,0,0
GO:0005960,1,1,2,1
GO:0005964,2,4,2,0
GO:0005965,0,1,0,1
GO:0005967,1,0,1,1
GO:0005968,1,3,1,0
GO:0005971,1,1,6,1
GO:0005975,88,100,70,51
GO:0005976,9,8,8,11
GO:0005977,9,8,6,11
GO:0005978,1,4,5,4
GO:0005979,2,2,1,2
GO:0005980,2,1,1,6
GO:0005981,0,1,0,0
GO:0005982,0,0,1,0
GO:0005984,3,3,3,2
GO:0005985,0,1,0,0
GO:0005991,3,2,2,2
GO:0005992,1,1,2,1
GO:0005996,27,40,25,10
GO:0006000,1,3,0,0
GO:0006002,1,0,0,0
GO:0006004,4,2,3,0
GO:0006006,15,28,16,6
GO:0006007,12,20,10,5
GO:0006011,2,2,0,0
GO:0006012,2,3,1,2
GO:0006013,0,0,1,0
GO:0006014,4,4,4,1
GO:0006015,0,1,4,0
GO:0006020,1,3,0,5
GO:0006021,0,2,0,5
GO:0006022,8,11,6,4
GO:0006023,4,4,1,2
GO:0006024,3,2,1,1
GO:0006026,4,6,3,2
GO:0006027,4,4,1,2
GO:0006029,4,4,4,4
GO:0006030,1,4,2,1
GO:0006031,1,2,0,1
GO:0006032,0,2,2,0
GO:0006034,1,4,2,1
GO:0006035,1,2,0,1
GO:0006036,0,2,2,0
GO:0006040,3,7,5,2
GO:0006041,1,0,0,0
GO:0006043,1,0,0,0
GO:0006044,0,0,1,0
GO:0006047,1,3,2,0
GO:0006048,0,2,2,0
GO:0006054,0,0,0,1
GO:0006066,28,37,32,22
GO:0006067,2,0,0,2
GO:0006068,0,0,0,1
GO:0006069,2,0,0,1
GO:0006071,4,1,0,1
GO:0006072,2,0,0,2
GO:0006073,9,8,7,11
GO:0006081,8,6,7,6
GO:0006082,159,198,191,101
GO:0006083,0,2,1,1
GO:0006084,5,3,2,3
GO:0006085,4,1,1,2
GO:0006086,3,0,1,1
GO:0006089,1,0,0,0
GO:0006090,11,4,3,6
GO:0006091,114,96,62,53
GO:0006094,2,2,6,0
GO:0006096,8,14,6,3
GO:0006097,1,2,0,0
GO:0006098,2,2,3,2
GO:0006099,17,25,8,8
GO:0006101,1,2,0,2
GO:0006102,0,2,0,1
GO:0006103,7,1,5,0
GO:0006105,1,1,0,0
GO:0006106,3,1,4,0
GO:0006107,1,0,0,0
GO:0006109,5,8,8,7
GO:0006110,1,0,0,0
GO:0006111,1,3,4,2
GO:0006112,13,10,9,11
GO:0006114,1,0,0,0
GO:0006116,3,1,4,0
GO:0006117,1,2,0,2
GO:0006119,66,38,32,21
GO:0006120,25,10,12,4
GO:0006121,1,2,2,1
GO:0006122,14,9,4,4
GO:0006123,15,6,12,7
GO:0006127,3,1,0,3
GO:0006139,580,790,404,422
GO:0006140,13,30,12,17
GO:0006144,3,9,10,1
GO:0006145,0,0,1,0
GO:0006148,0,0,2,0
GO:0006149,0,0,2,0
GO:0006152,188,221,119,109
GO:0006154,0,2,0,1
GO:0006157,0,1,0,1
GO:0006161,0,0,2,0
GO:0006163,210,243,131,113
GO:0006164,30,26,17,8
GO:0006165,3,0,2,0
GO:0006166,1,1,1,0
GO:0006167,0,2,5,1
GO:0006168,1,1,0,0
GO:0006171,1,1,0,0
GO:0006172,1,2,1,1
GO:0006177,6,6,1,0
GO:0006178,0,1,0,0
GO:0006182,1,0,0,0
GO:0006183,3,0,2,0
GO:0006184,51,68,44,35
GO:0006188,3,6,3,1
GO:0006189,3,5,3,1
GO:0006195,189,220,118,109
GO:0006196,1,0,0,0
GO:0006200,136,151,72,73
GO:0006203,2,0,0,1
GO:0006204,1,0,0,0
GO:0006206,5,9,8,6
GO:0006207,3,6,5,5
GO:0006208,1,2,2,3
GO:0006210,0,0,1,2
GO:0006212,0,0,1,1
GO:0006213,7,4,9,2
GO:0006214,0,0,1,0
GO:0006216,1,0,0,0
GO:0006220,6,5,12,1
GO:0006221,4,3,9,1
GO:0006222,1,1,2,0
GO:0006228,3,0,0,0
GO:0006230,0,0,1,0
GO:0006241,3,1,2,1
GO:0006244,0,0,1,0
GO:0006254,0,0,1,0
GO:0006259,91,135,73,74
GO:0006260,15,39,27,20
GO:0006261,9,28,18,12
GO:0006264,1,4,3,1
GO:0006265,2,6,4,4
GO:0006266,1,2,1,2
GO:0006267,1,5,1,2
GO:0006268,1,7,2,3
GO:0006269,0,1,0,0
GO:0006270,0,6,5,0
GO:0006271,4,2,5,2
GO:0006273,0,1,1,2
GO:0006275,3,10,4,6
GO:0006277,2,9,5,4
